,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
1752,5.0,5.0,15.0,33.33,1.0,0.0,England,Chennai,Darren Bravo
1753,22,22.0,29.0,75.86,1.0,1.0,India,Chennai,Darren Bravo
1754,0.0,0.0,3.0,0.0,0.0,0.0,Pakistan,Dhaka,Darren Bravo
1755,67.0,67.0,109.0,61.46,1.0,1.0,Pakistan,Gros Islet,Darren Bravo
1756,12,12.0,18.0,66.66,2.0,0.0,Pakistan,Gros Islet,Darren Bravo
1757,47,47.0,77.0,61.03,3.0,1.0,Pakistan,Bridgetown,Darren Bravo
1758,21,21.0,26.0,80.76,3.0,0.0,Pakistan,Bridgetown,Darren Bravo
1759,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Providence,Darren Bravo
1760,4,4.0,8.0,50.0,1.0,0.0,India,Port of Spain,Darren Bravo
1761,15,15.0,36.0,41.66,2.0,0.0,India,North Sound,Darren Bravo
1762,86.0,86.0,99.0,86.86,3.0,6.0,India,Kingston,Darren Bravo
1763,20.0,20.0,19.0,105.26,2.0,0.0,Bangladesh,Dhaka,Darren Bravo
1764,1*,1.0,12.0,8.33,0.0,0.0,Bangladesh,Dhaka,Darren Bravo
1765,0.0,0.0,3.0,0.0,0.0,0.0,Bangladesh,Chattogram,Darren Bravo
1766,60.0,60.0,74.0,81.08,6.0,0.0,India,Cuttack,Darren Bravo
1767,13,13.0,17.0,76.47,2.0,0.0,India,Visakhapatnam,Darren Bravo
1768,26*,26.0,41.0,63.41,2.0,0.0,India,Ahmedabad,Darren Bravo
1769,4,4.0,15.0,26.66,1.0,0.0,Australia,Kingstown,Darren Bravo
1770,16,16.0,28.0,57.14,3.0,0.0,Australia,Kingstown,Darren Bravo
1771,0.0,0.0,3.0,0.0,0.0,0.0,Australia,Kingstown,Darren Bravo
1772,25.0,25.0,50.0,50.0,3.0,0.0,Australia,Gros Islet,Darren Bravo
1773,3,3.0,21.0,14.28,0.0,0.0,Australia,Gros Islet,Darren Bravo
1774,8*,8.0,13.0,61.53,1.0,0.0,England,Southampton,Darren Bravo
1775,35.0,35.0,41.0,85.36,4.0,1.0,Bangladesh,Khulna,Darren Bravo
1776,28.0,28.0,41.0,68.29,3.0,0.0,Bangladesh,Khulna,Darren Bravo
1777,13,13.0,23.0,56.52,2.0,0.0,Bangladesh,Dhaka,Darren Bravo
1778,34,34.0,61.0,55.73,3.0,0.0,Bangladesh,Dhaka,Darren Bravo
1779,51,51.0,108.0,47.22,3.0,1.0,Bangladesh,Dhaka,Darren Bravo
1780,11,11.0,25.0,44.0,1.0,0.0,Australia,Perth,Darren Bravo
1781,14,14.0,20.0,70.0,3.0,0.0,Australia,Perth,Darren Bravo
1782,86.0,86.0,96.0,89.58,7.0,1.0,Australia,Canberra,Darren Bravo
1783,4,4.0,16.0,25.0,1.0,0.0,Australia,Sydney,Darren Bravo
1784,33,33.0,50.0,66.0,3.0,0.0,Australia,Melbourne,Darren Bravo
1788,0.0,0.0,4.0,0.0,0.0,0.0,Pakistan,The Oval,Darren Bravo
1789,35.0,35.0,83.0,42.16,2.0,0.0,India,The Oval,Darren Bravo
1790,12,12.0,7.0,171.42,2.0,0.0,South Africa,Cardiff,Darren Bravo
1791,27,27.0,30.0,90.0,4.0,0.0,Sri Lanka,Kingston,Darren Bravo
1792,55.0,55.0,78.0,70.51,5.0,1.0,India,Kingston,Darren Bravo
1793,1,1.0,7.0,14.28,0.0,0.0,India,Port of Spain,Darren Bravo
1794,70.0,70.0,84.0,83.33,4.0,1.0,Sri Lanka,Port of Spain,Darren Bravo
1795,5.0,5.0,18.0,27.77,1.0,0.0,Pakistan,Providence,Darren Bravo
1796,54.0,54.0,81.0,66.66,6.0,0.0,Pakistan,Providence,Darren Bravo
1797,17,17.0,40.0,42.5,2.0,0.0,Pakistan,Gros Islet,Darren Bravo
1798,9,9.0,18.0,50.0,1.0,0.0,Pakistan,Gros Islet,Darren Bravo
1799,9,9.0,21.0,42.85,1.0,0.0,Pakistan,Gros Islet,Darren Bravo
1800,59,59.0,77.0,76.62,4.0,2.0,India,Kochi,Darren Bravo
1801,50.0,50.0,54.0,92.59,8.0,0.0,India,Visakhapatnam,Darren Bravo
1802,51*,51.0,53.0,96.22,4.0,2.0,India,Kanpur,Darren Bravo
1803,14,14.0,18.0,77.77,3.0,0.0,New Zealand,Auckland,Darren Bravo
1805,2,2.0,12.0,16.66,0.0,0.0,England,North Sound,Darren Bravo
1806,13,13.0,34.0,38.23,0.0,1.0,England,North Sound,Darren Bravo
1807,16,16.0,20.0,80.0,3.0,0.0,England,North Sound,Darren Bravo
1808,7,7.0,14.0,50.0,1.0,0.0,Bangladesh,St George's,Darren Bravo
1809,53,53.0,82.0,64.63,2.0,1.0,Bangladesh,St George's,Darren Bravo
1810,124.0,124.0,127.0,97.63,7.0,8.0,Bangladesh,Basseterre,Darren Bravo
1811,28.0,28.0,45.0,62.22,2.0,1.0,India,Kochi,Darren Bravo
1812,26,26.0,44.0,59.09,2.0,0.0,India,Delhi,Darren Bravo
1813,40.0,40.0,51.0,78.43,6.0,0.0,India,Dharamsala,Darren Bravo
1815,49*,49.0,78.0,62.82,3.0,0.0,Pakistan,Christchurch,Darren Bravo
1816,38,38.0,58.0,65.51,3.0,1.0,Sri Lanka,Colombo (RPS),Darren Bravo
1817,21,21.0,33.0,63.63,1.0,0.0,Sri Lanka,Colombo (RPS),Darren Bravo
1818,4,4.0,7.0,57.14,0.0,0.0,Sri Lanka,Pallekele,Darren Bravo
1819,30.0,30.0,69.0,43.47,2.0,0.0,South Africa,Providence,Darren Bravo
1820,19,19.0,31.0,61.29,3.0,0.0,Australia,Providence,Darren Bravo
1821,39,39.0,63.0,61.9,3.0,1.0,Australia,Basseterre,Darren Bravo
1822,11,11.0,19.0,57.89,1.0,0.0,South Africa,Basseterre,Darren Bravo
1823,15,15.0,20.0,75.0,3.0,0.0,Australia,Bridgetown,Darren Bravo
1824,102.0,102.0,103.0,99.02,12.0,4.0,South Africa,Bridgetown,Darren Bravo
1825,6,6.0,20.0,30.0,1.0,0.0,Australia,Bridgetown,Darren Bravo
1826,12,12.0,28.0,42.85,0.0,0.0,Pakistan,Sharjah,Darren Bravo
1827,61,61.0,74.0,82.43,5.0,3.0,Pakistan,Sharjah,Darren Bravo
1828,17,17.0,40.0,42.5,0.0,1.0,Pakistan,Abu Dhabi,Darren Bravo
1829,19,19.0,51.0,37.25,1.0,0.0,Bangladesh,Dhaka,Darren Bravo
1830,27,27.0,43.0,62.79,1.0,1.0,Bangladesh,Dhaka,Darren Bravo
1831,10.0,10.0,26.0,38.46,1.0,0.0,Bangladesh,Sylhet,Darren Bravo
1832,40.0,40.0,30.0,133.33,2.0,4.0,England,Bridgetown,Darren Bravo
1833,25.0,25.0,37.0,67.56,0.0,0.0,England,Bridgetown,Darren Bravo
1834,-1,0.0,0.0,0.0,0.0,0.0,England,St George's,Darren Bravo
1835,61,61.0,59.0,103.38,4.0,4.0,England,St George's,Darren Bravo
1836,7*,7.0,14.0,50.0,1.0,0.0,England,Gros Islet,Darren Bravo
1838,1,1.0,4.0,25.0,0.0,0.0,Bangladesh,Dublin,Darren Bravo
1840,6,6.0,13.0,46.15,1.0,0.0,Bangladesh,Dublin (Malahide),Darren Bravo
1841,3*,3.0,3.0,100.0,0.0,0.0,Bangladesh,Dublin (Malahide),Darren Bravo
1842,23*,23.0,16.0,143.75,1.0,1.0,West Indies,North Sound,David Miller
1843,26*,26.0,19.0,136.84,0.0,2.0,West Indies,North Sound,David Miller
1844,5.0,5.0,9.0,55.55,0.0,0.0,West Indies,Roseau,David Miller
1845,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Roseau,David Miller
1849,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,David Miller
1850,6,6.0,10.0,60.0,0.0,0.0,Pakistan,Abu Dhabi,David Miller
1851,6,6.0,10.0,60.0,0.0,0.0,Pakistan,Dubai (DSC),David Miller
1852,0.0,0.0,1.0,0.0,0.0,0.0,Pakistan,Dubai (DSC),David Miller
1853,9,9.0,11.0,81.81,0.0,0.0,India,Durban,David Miller
1854,27,27.0,28.0,96.42,3.0,1.0,India,Johannesburg,David Miller
1855,11,11.0,12.0,91.66,0.0,0.0,Australia,Centurion,David Miller
1856,59,59.0,51.0,115.68,6.0,1.0,Australia,Port Elizabeth,David Miller
1857,11*,11.0,22.0,50.0,0.0,0.0,Australia,Durban,David Miller
1858,14,14.0,24.0,58.33,0.0,0.0,New Zealand,Kimberley,David Miller
1859,15,15.0,19.0,78.94,2.0,0.0,New Zealand,Potchefstroom,David Miller
1860,67.0,67.0,77.0,87.01,7.0,0.0,Pakistan,Durban,David Miller
1861,20*,20.0,20.0,100.0,1.0,1.0,Pakistan,Benoni,David Miller
1862,0.0,0.0,0.0,0.0,0.0,0.0,India,Cardiff,David Miller
1863,19,19.0,24.0,79.16,2.0,0.0,Pakistan,Birmingham,David Miller
1864,38,38.0,29.0,131.03,1.0,3.0,West Indies,Cardiff,David Miller
1865,56*,56.0,51.0,109.8,5.0,2.0,England,The Oval,David Miller
1866,14,14.0,22.0,63.63,0.0,1.0,Sri Lanka,Colombo (RPS),David Miller
1867,22*,22.0,34.0,64.7,1.0,0.0,Sri Lanka,Colombo (RPS),David Miller
1868,85*,85.0,72.0,118.05,4.0,5.0,Sri Lanka,Pallekele,David Miller
1869,1,1.0,3.0,33.33,0.0,0.0,Sri Lanka,Pallekele,David Miller
